,Id,LotArea,Street,Neighborhood,HouseStyle,YearBuilt,CentralAir,BedroomAbvGr,Fireplaces,GarageType,GarageYrBlt,GarageArea,PoolArea,PoolQC,Fence,SalePrice
822,823,12394,Pave,Gilbert,2Story,2003,Y,3,1,BuiltIn,2003.0,433,0,,,225000
823,824,9900,Pave,SWISU,1.5Fin,1940,Y,3,1,Detchd,1940.0,240,0,,GdWo,139500
824,825,11216,Pave,Somerst,1Story,2006,Y,3,1,Attchd,2006.0,776,0,,,232600
825,826,14803,Pave,NridgHt,1Story,2007,Y,2,1,Attchd,2007.0,1220,0,,,385000
826,827,6130,Pave,BrkSide,1.5Unf,1924,Y,2,0,,,0,0,,,109500
827,828,8529,Pave,SawyerW,1Story,2001,Y,3,1,Attchd,2001.0,527,0,,,189000
828,829,28698,Pave,ClearCr,2Story,1967,Y,3,0,Attchd,1967.0,538,0,,,185000
829,830,2544,Pave,Somerst,2Story,2005,Y,2,0,Detchd,2005.0,480,0,,,147400
830,831,11900,Pave,NAmes,1Story,1957,Y,3,2,Attchd,1957.0,458,0,,,166000
831,832,3180,Pave,Somerst,2Story,2005,Y,2,0,Detchd,2005.0,480,0,,,151000
832,833,9548,Pave,CollgCr,2Story,2003,Y,3,1,Attchd,2003.0,613,0,,,237000
833,834,10004,Pave,NAmes,1Story,1964,Y,3,0,Attchd,1964.0,472,0,,,167000
834,835,7875,Pave,NAmes,1Story,1961,Y,3,0,Attchd,1961.0,456,0,,GdWo,139950
835,836,9600,Pave,Sawyer,1Story,1950,Y,2,0,Attchd,1996.0,436,0,,,128000
836,837,8100,Pave,OldTown,1Story,1948,Y,2,0,Detchd,1948.0,812,0,,GdWo,153500
837,838,1680,Pave,BrDale,2Story,1973,Y,2,0,Detchd,1973.0,264,0,,,100000
838,839,9525,Pave,CollgCr,1Story,1995,Y,3,0,Attchd,1999.0,352,0,,,144000
839,840,11767,Pave,Edwards,1.5Fin,1946,Y,3,0,Detchd,1946.0,240,0,,,130500
840,841,12155,Pave,SWISU,2Story,1925,N,4,0,Detchd,1934.0,400,0,,,140000
841,842,10440,Pave,OldTown,2Story,1904,Y,3,1,Detchd,1983.0,686,0,,,157500
842,843,9020,Pave,NAmes,SLvl,1966,Y,3,0,Attchd,1966.0,490,0,,GdPrv,174900
843,844,8000,Pave,NAmes,1Story,1961,N,6,0,,,0,0,,,141000
844,845,12665,Pave,OldTown,1.5Fin,1915,Y,4,1,Detchd,1949.0,720,0,,,153900
845,846,16647,Pave,Sawyer,SFoyer,1975,Y,3,2,Basment,1975.0,611,0,,,171000
846,847,9317,Pave,SawyerW,2Story,1993,Y,3,1,Attchd,1993.0,425,0,,,213000
847,848,15523,Pave,CollgCr,1Story,1972,Y,3,1,Attchd,1972.0,338,0,,,133500
848,849,45600,Pave,ClearCr,1.5Fin,1908,Y,5,1,Detchd,1908.0,360,0,,,240000
849,850,9600,Pave,Veenker,SLvl,1976,Y,3,1,Attchd,1976.0,512,0,,,187000
850,851,4435,Pave,CollgCr,1Story,2003,Y,1,0,Attchd,2003.0,420,0,,,131500
851,852,3196,Pave,Blmngtn,1Story,2003,Y,2,1,Attchd,2003.0,400,0,,,215000
852,853,7128,Pave,Crawfor,2.5Unf,1941,Y,4,2,Detchd,1941.0,240,0,,MnPrv,164000
853,854,12095,Pave,NAmes,SLvl,1964,Y,3,1,Attchd,1964.0,645,0,,MnPrv,158000
854,855,17920,Pave,Sawyer,1Story,1955,Y,3,1,Attchd,1955.0,454,0,,,170000
855,856,6897,Pave,Sawyer,1Story,1962,Y,3,0,Detchd,1962.0,260,0,,,127000
856,857,10970,Pave,CollgCr,SLvl,1978,Y,3,0,Detchd,1981.0,576,0,,MnPrv,147000
857,858,8125,Pave,Gilbert,2Story,1994,Y,3,1,Attchd,1994.0,343,0,,,174000
858,859,10400,Pave,NWAmes,1Story,1976,Y,3,1,Attchd,1976.0,479,0,,MnPrv,152000
859,860,11029,Pave,NWAmes,2Story,1968,Y,4,1,Attchd,1968.0,619,0,,,250000
860,861,7642,Pave,Crawfor,1.5Fin,1918,Y,3,1,Detchd,1925.0,216,0,,GdPrv,189950
861,862,11625,Pave,Sawyer,1Story,1965,Y,3,0,Attchd,1965.0,504,0,,,131500
862,863,9672,Pave,SawyerW,1Story,1984,Y,3,0,Attchd,1986.0,480,0,,GdPrv,152000
863,864,7931,Pave,NAmes,1Story,1959,Y,3,0,Attchd,1959.0,672,0,,GdPrv,132500
864,865,8640,Pave,Somerst,1Story,2007,Y,3,0,Attchd,2008.0,529,0,,,250580
865,866,8750,Pave,NAmes,1Story,1970,Y,3,0,Detchd,1973.0,902,0,,MnPrv,148500
866,867,10656,Pave,Timber,1Story,2006,Y,3,1,Attchd,2007.0,870,0,,,248900
867,868,6970,Pave,Sawyer,1Story,1961,Y,3,0,Attchd,1961.0,544,0,,,129000
868,869,14762,Pave,Gilbert,2Story,1948,Y,2,1,Attchd,1979.0,672,0,,,169000
869,870,9938,Pave,SawyerW,2Story,1993,Y,3,1,Attchd,1993.0,574,0,,GdPrv,236000
870,871,6600,Pave,NAmes,1Story,1962,N,2,0,Detchd,1962.0,308,0,,,109500
871,872,8750,Pave,CollgCr,2Story,1998,Y,3,0,Attchd,1998.0,523,0,,,200500
872,873,8892,Pave,NAmes,1Story,1953,Y,3,0,Attchd,1953.0,414,0,,GdWo,116000
873,874,12144,Pave,NAmes,1Story,1949,Y,3,1,Attchd,1949.0,288,0,,,133000
874,875,5720,Pave,OldTown,1.5Fin,1941,Y,3,0,Detchd,1941.0,200,0,,,66500
875,876,9000,Pave,Somerst,2Story,2007,Y,4,1,BuiltIn,2007.0,550,0,,,303477
876,877,25286,Pave,Mitchel,1Story,1963,Y,3,0,Attchd,1963.0,648,0,,,132250
877,878,8834,Pave,NridgHt,2Story,2004,Y,4,1,Attchd,2004.0,738,0,,,350000
878,879,11782,Pave,Sawyer,SFoyer,1961,Y,3,0,Detchd,1987.0,576,0,,MnPrv,148000
879,880,7000,Pave,CollgCr,1Story,1978,Y,3,0,Attchd,1978.0,336,0,,GdWo,136500
880,881,7024,Pave,Edwards,1Story,2005,Y,2,0,Attchd,2005.0,450,0,,,157000
881,882,13758,Pave,Timber,1.5Fin,1990,Y,3,1,Attchd,1990.0,400,0,,,187500
882,883,9636,Pave,Gilbert,2Story,1992,Y,3,1,BuiltIn,1993.0,389,0,,MnPrv,178000
883,884,6204,Pave,SWISU,2.5Fin,1912,N,5,0,Detchd,1997.0,440,0,,,118500
884,885,7150,Pave,NAmes,1Story,1967,Y,3,0,Attchd,1967.0,288,0,,GdWo,100000
885,886,5119,Pave,Somerst,1Story,1999,Y,2,1,Attchd,1999.0,506,0,,,328900
886,887,8393,Pave,NAmes,1Story,1959,Y,4,0,Attchd,2005.0,588,0,,,145000
887,888,16466,Pave,Edwards,1.5Fin,1955,Y,3,0,Attchd,1955.0,300,0,,,135500
888,889,15865,Pave,NAmes,1Story,1970,Y,4,1,Attchd,1970.0,621,0,,,268000
889,890,12160,Pave,NAmes,1Story,1953,Y,2,1,Attchd,1953.0,505,0,,,149500
890,891,8064,Pave,NAmes,1.5Fin,1949,Y,3,1,Detchd,2003.0,576,0,,MnPrv,122900
891,892,11184,Pave,Sawyer,2Story,1978,Y,3,1,Attchd,1978.0,440,0,,,172500
892,893,8414,Pave,Sawyer,1Story,1963,Y,3,0,Attchd,1963.0,264,0,,MnPrv,154500
893,894,13284,Pave,Sawyer,1Story,1954,Y,3,1,Attchd,1954.0,354,0,,GdPrv,165000
894,895,7018,Pave,SawyerW,1Story,1979,Y,4,0,Attchd,1979.0,400,0,,,118858
895,896,7056,Pave,NAmes,2Story,1963,Y,4,1,Attchd,1963.0,483,0,,,140000
896,897,8765,Pave,IDOTRR,1Story,1936,N,2,0,Detchd,1936.0,327,0,,,106500
897,898,7018,Pave,SawyerW,2Story,1979,Y,6,0,Detchd,1979.0,528,0,,,142953
898,899,12919,Pave,NridgHt,1Story,2009,Y,2,2,Attchd,2009.0,820,0,,,611657
899,900,6993,Pave,Sawyer,1Story,1961,Y,3,1,Attchd,1961.0,288,0,,,135000
900,901,7340,Pave,NAmes,1Story,1971,Y,2,0,Detchd,1979.0,684,0,,,110000
901,902,8712,Pave,NAmes,1Story,1957,Y,2,0,Detchd,1968.0,756,0,,,153000
902,903,7875,Pave,Gilbert,2Story,2003,Y,3,1,Attchd,2003.0,393,0,,,180000
903,904,14859,Pave,Gilbert,1Story,2006,Y,3,1,Attchd,2006.0,690,0,,,240000
904,905,6173,Pave,Sawyer,1Story,1967,Y,3,0,Attchd,1967.0,288,0,,MnPrv,125500
905,906,9920,Pave,NAmes,1Story,1954,Y,3,0,Attchd,1954.0,280,0,,MnPrv,128000
906,907,13501,Pave,Somerst,1Story,2006,Y,3,1,Attchd,2006.0,865,0,,,255000
907,908,11500,Pave,Crawfor,1.5Fin,1936,Y,3,1,Attchd,1936.0,180,0,,,250000
908,909,8885,Pave,Mitchel,1Story,1983,Y,2,0,Attchd,1983.0,484,0,,MnPrv,131000
909,910,12589,Pave,Gilbert,2Story,2005,Y,3,1,Attchd,2005.0,390,0,,,174000
910,911,11600,Pave,NAmes,2Story,1960,Y,5,0,Detchd,1960.0,480,0,,,154300
911,912,9286,Pave,CollgCr,1Story,1977,Y,3,0,Detchd,1978.0,252,0,,,143500
912,913,6120,Pave,BrkSide,1Story,1925,N,3,0,Detchd,1925.0,450,0,,MnPrv,88000
913,914,6270,Pave,Crawfor,2Story,1949,N,4,0,2Types,1949.0,871,0,,,145000
914,915,3000,Pave,Somerst,2Story,2009,Y,2,0,Detchd,2009.0,528,0,,,173733
915,916,2001,Pave,MeadowV,2Story,1970,Y,3,0,Attchd,1970.0,286,0,,,75000
916,917,9000,Pave,IDOTRR,1Story,1949,N,1,0,Detchd,1958.0,308,0,,,35311
917,918,17140,Pave,Edwards,1Story,1956,Y,3,0,Attchd,1956.0,284,0,,,135000
918,919,13125,Pave,SawyerW,2Story,1991,Y,4,1,Attchd,1991.0,833,0,,GdPrv,238000
919,920,11029,Pave,NAmes,1Story,1958,Y,3,1,Attchd,1990.0,601,0,,,176500
920,921,8462,Pave,SawyerW,2Story,1994,Y,3,0,Attchd,1994.0,471,0,,,201000
921,922,8777,Pave,Edwards,1.5Fin,1900,Y,4,0,,,0,0,,GdPrv,145900
922,923,10237,Pave,Gilbert,1Story,2005,Y,3,1,Attchd,2005.0,397,0,,,169990
923,924,8012,Pave,SawyerW,1Story,1993,Y,2,1,Attchd,1993.0,533,0,,,193000
924,925,10240,Pave,NWAmes,1Story,1980,Y,3,1,Attchd,1980.0,612,0,,,207500
925,926,15611,Pave,NWAmes,1Story,1977,Y,3,0,Attchd,1977.0,540,0,,,175000
926,927,11999,Pave,NridgHt,2Story,2003,Y,4,1,BuiltIn,2003.0,656,0,,,285000
927,928,9900,Pave,NWAmes,2Story,1968,Y,4,1,Attchd,1968.0,486,0,,GdPrv,176000
928,929,11838,Pave,CollgCr,1Story,2001,Y,3,1,Attchd,2001.0,522,0,,,236500
929,930,13006,Pave,Gilbert,2Story,1997,Y,4,1,BuiltIn,1997.0,642,0,,,222000
930,931,8925,Pave,Timber,1Story,2007,Y,3,0,Attchd,2007.0,610,0,,,201000
931,932,9100,Pave,NAmes,1Story,1965,Y,2,0,Detchd,1965.0,429,0,,GdWo,117500
932,933,11670,Pave,Somerst,1Story,2006,Y,3,1,Attchd,2006.0,788,0,,,320000
933,934,8487,Pave,CollgCr,1Story,2004,Y,3,0,Attchd,2004.0,570,0,,,190000
934,935,27650,Pave,NAmes,1Story,1960,Y,4,1,Attchd,1960.0,505,0,,,242000
935,936,5825,Pave,BrkSide,1Story,1926,Y,1,0,Detchd,1953.0,528,0,,,79900
936,937,10083,Pave,SawyerW,1Story,2003,Y,2,0,Attchd,2003.0,555,0,,,184900
937,938,9675,Pave,Somerst,2Story,2005,Y,3,1,Attchd,2005.0,689,0,,,253000
938,939,8760,Pave,CollgCr,2Story,2006,Y,3,0,Attchd,2006.0,868,0,,,239799
939,940,24090,Pave,ClearCr,2Story,1940,Y,4,2,Attchd,1940.0,349,0,,,244400
940,941,12640,Pave,Mitchel,1Story,1976,Y,4,0,Attchd,1976.0,574,0,,,150900
941,942,8755,Pave,Gilbert,2Story,1999,Y,3,1,BuiltIn,1999.0,390,0,,GdPrv,214000
942,943,7711,Pave,Edwards,1Story,1977,Y,4,0,,,0,0,,,150000
943,944,25000,Pave,Mitchel,1Story,1967,Y,4,0,Attchd,1967.0,576,0,,,143000
944,945,14375,Pave,Timber,SLvl,1958,Y,3,1,Basment,1958.0,525,0,,,137500
945,946,8820,Pave,OldTown,1.5Fin,1890,Y,2,0,Detchd,1963.0,456,0,,MnWw,124900
946,947,8163,Pave,NAmes,SLvl,1959,Y,3,1,Attchd,1959.0,796,0,,,143000
947,948,14536,Pave,Timber,1Story,2002,Y,3,1,Attchd,2002.0,808,0,,,270000
948,949,14006,Pave,CollgCr,2Story,2002,Y,3,1,Attchd,2002.0,474,0,,,192500
949,950,9360,Pave,NWAmes,1Story,1972,Y,3,1,Attchd,1972.0,676,0,,,197500
950,951,7200,Pave,NAmes,1Story,1950,Y,3,0,Detchd,1980.0,720,0,,,129000
951,952,7800,Pave,SawyerW,1Story,1965,Y,3,0,Detchd,1979.0,300,0,,MnPrv,119900
952,953,7200,Pave,CollgCr,SFoyer,1972,Y,2,0,Detchd,1974.0,396,0,,MnPrv,133900
953,954,11075,Pave,Mitchel,2Story,1969,Y,4,1,Attchd,1969.0,530,0,,MnPrv,172000
954,955,9400,Pave,Edwards,SFoyer,1975,Y,4,0,,,0,0,,,127500
955,956,7136,Pave,Crawfor,2Story,1946,N,4,0,Attchd,1946.0,492,0,,,145000
956,957,1300,Pave,Blueste,2Story,1980,Y,2,1,Attchd,1980.0,462,0,,GdPrv,124000
957,958,7420,Pave,Sawyer,1Story,1962,Y,3,0,Detchd,1977.0,576,0,,,132000
958,959,8450,Pave,CollgCr,1Story,2003,Y,3,0,Attchd,2003.0,531,0,,,185000
959,960,2572,Pave,Somerst,2Story,1999,Y,3,0,Detchd,1999.0,484,0,,,155000
960,961,7207,Pave,BrkSide,1Story,1958,Y,2,0,,,0,0,,,116500
961,962,12227,Pave,NWAmes,2Story,1977,Y,4,1,Attchd,1977.0,619,0,,,272000
962,963,2308,Pave,NPkVill,2Story,1976,Y,3,1,Detchd,1976.0,440,0,,,155000
963,964,11923,Pave,CollgCr,1Story,2007,Y,2,0,Attchd,2007.0,702,0,,,239000
964,965,11316,Pave,Timber,2Story,2002,Y,4,1,BuiltIn,2002.0,510,0,,,214900
965,966,10237,Pave,Gilbert,2Story,2005,Y,3,1,Attchd,2005.0,393,0,,,178900
966,967,9600,Pave,Crawfor,1.5Fin,1940,Y,2,2,Detchd,1940.0,256,0,,,160000
967,968,7390,Pave,NAmes,1Story,1955,Y,3,0,Attchd,1955.0,260,0,,,135000
968,969,5925,Pave,OldTown,1.5Fin,1910,N,2,0,,,0,0,,GdWo,37900
969,970,10382,Pave,NAmes,SLvl,1958,Y,2,0,Attchd,1958.0,264,0,,,140000
970,971,10800,Pave,NAmes,1.5Fin,1949,N,4,0,,,0,0,,,135000
971,972,2268,Pave,NridgHt,2Story,2003,Y,2,0,BuiltIn,2003.0,474,0,,,173000
972,973,7892,Pave,SawyerW,1Story,1979,Y,2,1,Attchd,1979.0,264,0,,,99500
973,974,11639,Pave,Somerst,1Story,2007,Y,3,0,Attchd,2007.0,480,0,,,182000
974,975,11414,Pave,BrkSide,2Story,1910,N,3,0,Detchd,1997.0,532,0,,GdPrv,167500
975,976,2651,Pave,Somerst,2Story,2000,Y,3,0,Detchd,2000.0,490,0,,,165000
976,977,5900,Pave,BrkSide,1Story,1923,Y,2,0,,,0,0,,,85500
977,978,4274,Pave,Somerst,1Story,2006,Y,1,0,Attchd,2007.0,569,0,,,199900
978,979,9450,Pave,Edwards,1Story,1954,Y,3,0,Detchd,1999.0,400,0,,,110000
979,980,8816,Pave,Sawyer,1Story,1963,Y,3,0,Detchd,1963.0,480,0,,MnPrv,139000
980,981,12122,Pave,NAmes,SFoyer,1961,Y,3,0,Attchd,1961.0,588,0,,,178400
981,982,12203,Pave,NoRidge,2Story,1998,Y,4,1,Attchd,1998.0,676,0,,,336000
982,983,3182,Pave,Blmngtn,1Story,2007,Y,2,1,Attchd,2007.0,388,0,,,159895
983,984,11250,Pave,CollgCr,2Story,2002,Y,4,1,Attchd,2002.0,779,0,,,255900
984,985,10125,Pave,Mitchel,1.5Fin,1977,Y,4,0,Attchd,1977.0,539,0,,,126000
985,986,10880,Pave,Edwards,1Story,1950,N,3,0,Detchd,1950.0,240,0,,,125000
986,987,5310,Pave,OldTown,1.5Fin,1910,Y,2,0,Attchd,1950.0,255,0,,,117000
987,988,10159,Pave,NridgHt,1Story,2009,Y,3,1,Attchd,2010.0,606,0,,,395192
988,989,12046,Pave,NWAmes,2Story,1976,Y,4,1,Attchd,1976.0,551,0,,,195000
989,990,8125,Pave,Somerst,2Story,2006,Y,3,0,Attchd,2006.0,614,0,,,197000
990,991,9452,Pave,NoRidge,2Story,1997,Y,3,1,Attchd,1997.0,870,0,,,348000
991,992,17671,Pave,OldTown,2Story,1882,Y,4,1,Attchd,1925.0,424,0,,,168000
992,993,9760,Pave,NAmes,2Story,1964,Y,3,1,Attchd,1964.0,440,0,,MnWw,187000
993,994,8846,Pave,CollgCr,2Story,2005,Y,3,0,Attchd,2005.0,564,0,,,173900
994,995,12456,Pave,NridgHt,1Story,2006,Y,3,1,Attchd,2008.0,786,0,,,337500
995,996,4712,Pave,BrkSide,1.5Fin,1946,Y,3,0,Detchd,1946.0,305,0,,MnPrv,121600
996,997,10659,Pave,NAmes,1Story,1961,Y,3,0,Attchd,1961.0,368,0,,,136500
997,998,11717,Pave,NWAmes,1Story,1970,Y,2,1,Attchd,1970.0,615,0,,,185000
998,999,9786,Pave,IDOTRR,1Story,1922,N,3,1,Detchd,1922.0,210,0,,,91000
999,1000,6762,Pave,CollgCr,1Story,2006,Y,2,0,Attchd,2006.0,632,0,,,206000
1000,1001,10206,Pave,Edwards,1Story,1952,N,2,0,Detchd,1956.0,528,0,,,82000
1001,1002,5400,Pave,OldTown,1Story,1920,Y,2,0,Detchd,1920.0,216,0,,,86000
1002,1003,11957,Pave,Somerst,1Story,2006,Y,3,1,Attchd,2006.0,824,0,,,232000
1003,1004,11500,Pave,NWAmes,1Story,1976,Y,4,0,Detchd,1976.0,528,0,,,136905
1004,1005,3182,Pave,Blmngtn,1Story,2005,Y,1,1,Attchd,2005.0,457,0,,,181000
1005,1006,8385,Pave,CollgCr,SLvl,1977,Y,3,0,Attchd,1977.0,328,0,,,149900
1006,1007,12155,Pave,NAmes,1Story,1970,Y,3,1,Attchd,1970.0,484,0,,,163500
1007,1008,2217,Pave,MeadowV,2Story,1970,Y,3,0,Attchd,1970.0,286,0,,,88000
1008,1009,12118,Pave,Mitchel,1Story,2004,Y,3,1,Attchd,2004.0,550,0,,,240000
1009,1010,6000,Pave,SWISU,1.5Fin,1926,Y,4,0,,,0,0,,,102000
1010,1011,21286,Pave,Sawyer,1.5Fin,1948,Y,4,1,Attchd,1948.0,312,0,,,135000
1011,1012,9825,Pave,Edwards,1Story,1965,N,4,0,,,0,0,,,100000
1012,1013,10592,Pave,Crawfor,2Story,1923,Y,3,2,Detchd,1923.0,180,0,,,165000
1013,1014,7200,Pave,OldTown,1Story,1910,N,2,0,Detchd,1956.0,280,0,,,85000
1014,1015,11664,Pave,NAmes,1Story,1948,Y,2,1,Detchd,1948.0,240,0,,,119200
1015,1016,8400,Pave,NWAmes,2Story,2001,Y,3,0,Attchd,2001.0,528,0,,,227000
1016,1017,11883,Pave,CollgCr,1Story,1996,Y,3,1,Attchd,1996.0,478,0,,,203000
1017,1018,5814,Pave,StoneBr,1Story,1984,Y,1,1,Attchd,1984.0,565,0,,,187500
1018,1019,10784,Pave,Gilbert,SLvl,1991,Y,3,1,Attchd,1991.0,402,0,,,160000
1019,1020,3013,Pave,Blmngtn,1Story,2005,Y,2,1,Attchd,2005.0,440,0,,,213490
1020,1021,7024,Pave,Edwards,1Story,2005,Y,2,0,Attchd,2005.0,451,0,,,176000
1021,1022,7406,Pave,CollgCr,1Story,2006,Y,2,0,Attchd,2006.0,632,0,,,194000
1022,1023,9439,Pave,OldTown,1.5Fin,1930,Y,2,0,Detchd,1957.0,160,0,,,87000
1023,1024,3182,Pave,Blmngtn,1Story,2005,Y,2,1,Attchd,2005.0,437,0,,,191000
1024,1025,15498,Pave,Timber,1Story,1976,Y,2,1,Attchd,1976.0,665,0,,,287000
1025,1026,7700,Pave,CollgCr,1Story,1972,Y,3,0,Detchd,1980.0,461,0,,MnPrv,112500
1026,1027,9300,Pave,NAmes,1Story,1960,Y,3,2,Attchd,1960.0,461,0,,,167500
1027,1028,9520,Pave,Timber,1Story,2007,Y,3,1,Attchd,2008.0,800,0,,,293077
1028,1029,9492,Pave,NAmes,1.5Fin,1941,Y,3,1,Attchd,1941.0,240,0,,,105000
1029,1030,1680,Pave,BrDale,2Story,1972,Y,3,0,Detchd,1972.0,264,0,,,118000
1030,1031,7082,Pave,SWISU,2Story,1916,Y,5,0,,,0,0,,,160000
1031,1032,15863,Pave,SWISU,2.5Fin,1920,Y,5,2,Basment,1970.0,672,0,,,197000
1032,1033,14541,Pave,NoRidge,2Story,1993,Y,5,1,Attchd,1993.0,796,0,,,310000
1033,1034,8125,Pave,CollgCr,1Story,2002,Y,3,0,Attchd,2002.0,900,0,,,230000
1034,1035,6305,Pave,Crawfor,1Story,1938,Y,2,1,Basment,1938.0,240,0,,MnPrv,119750
1035,1036,11500,Pave,Edwards,1Story,1957,N,3,0,Detchd,1957.0,290,0,,,84000
1036,1037,12898,Pave,Timber,1Story,2007,Y,2,1,Attchd,2008.0,912,0,,,315500
1037,1038,9240,Pave,CollgCr,2Story,2001,Y,3,1,BuiltIn,2001.0,905,0,,,287000
1038,1039,1533,Pave,MeadowV,2Story,1970,Y,3,1,,,0,0,,,97000
1039,1040,1477,Pave,MeadowV,SFoyer,1970,Y,1,0,Attchd,1970.0,286,0,,,80000
1040,1041,13125,Pave,Sawyer,1Story,1957,Y,3,1,Attchd,1957.0,484,0,,GdPrv,155000
1041,1042,9130,Pave,NWAmes,2Story,1966,Y,4,0,Attchd,1966.0,484,0,,,173000
1042,1043,5381,Pave,NridgHt,1Story,2005,Y,1,1,Attchd,2005.0,624,0,,,196000
1043,1044,11839,Pave,SawyerW,2Story,1990,Y,4,1,Attchd,1990.0,514,0,,,262280
1044,1045,9600,Pave,NWAmes,1Story,1981,Y,4,1,Attchd,1981.0,542,0,,MnPrv,278000
1045,1046,13680,Pave,Edwards,1Story,1955,Y,4,1,Attchd,1955.0,452,0,,,139600
1046,1047,16056,Pave,StoneBr,2Story,2005,Y,4,1,BuiltIn,2005.0,716,0,,,556581
1047,1048,9245,Pave,CollgCr,1Story,1994,Y,3,0,Detchd,1996.0,672,0,,,145000
1048,1049,21750,Pave,Mitchel,1Story,1960,Y,3,1,Attchd,1960.0,336,0,,GdPrv,115000
1049,1050,11100,Pave,Edwards,1Story,1946,Y,2,0,Detchd,1946.0,308,0,,,84900
1050,1051,8993,Pave,Gilbert,1Story,2007,Y,3,0,Attchd,2007.0,436,0,,,176485
1051,1052,11175,Pave,CollgCr,1Story,2007,Y,3,1,Attchd,2007.0,440,0,,,200141
1052,1053,9500,Pave,NAmes,2Story,1964,Y,4,1,Attchd,1964.0,540,0,,GdPrv,165000
1053,1054,8562,Pave,Edwards,1Story,1957,Y,4,1,Basment,1957.0,364,0,,,144500
1054,1055,11367,Pave,CollgCr,2Story,2002,Y,3,1,Attchd,2002.0,586,0,,,255000
1055,1056,11361,Pave,NWAmes,1Story,1976,Y,3,1,Attchd,1976.0,478,0,,MnPrv,180000
1056,1057,7052,Pave,NridgHt,1Story,2005,Y,2,1,Attchd,2005.0,484,0,,,185850
1057,1058,29959,Pave,NoRidge,2Story,1994,Y,3,1,BuiltIn,1994.0,467,0,,,248000
1058,1059,11308,Pave,NridgHt,2Story,2008,Y,3,1,Attchd,2008.0,836,0,,,335000
1059,1060,11275,Pave,Crawfor,1.5Fin,1932,Y,3,1,Detchd,1977.0,432,0,,,220000
1060,1061,4920,Pave,StoneBr,1Story,2001,Y,2,0,Attchd,2001.0,582,0,,,213500
1061,1062,18000,Grvl,IDOTRR,1Story,1935,Y,2,0,Detchd,1994.0,1248,0,,,81000
1062,1063,13600,Pave,OldTown,2Story,1900,N,5,0,Detchd,1945.0,560,0,,,90000
1063,1064,6000,Pave,OldTown,1Story,1925,Y,2,1,Detchd,1976.0,440,0,,MnPrv,110500
1064,1065,11000,Pave,NAmes,1Story,1966,Y,3,1,Attchd,1966.0,480,0,,MnPrv,154000
1065,1066,14000,Pave,ClearCr,2Story,1996,Y,3,0,Attchd,1996.0,533,0,,,328000
1066,1067,7837,Pave,Gilbert,2Story,1993,Y,3,1,Attchd,1993.0,380,0,,,178000
1067,1068,9760,Pave,NAmes,2Story,1964,Y,4,0,Attchd,1964.0,442,0,,,167900
1068,1069,3964,Pave,MeadowV,2Story,1973,Y,5,1,Attchd,1973.0,576,0,,GdPrv,151400
1069,1070,9600,Pave,NAmes,1.5Unf,1949,Y,2,0,Detchd,1985.0,576,0,,,135000
1070,1071,10152,Pave,NAmes,1Story,1956,Y,3,0,Attchd,1956.0,286,0,,,135000
1071,1072,11700,Pave,NWAmes,2Story,1968,Y,4,0,Attchd,1968.0,441,0,,,154000
1072,1073,7585,Pave,Edwards,1.5Fin,1948,Y,4,1,Detchd,1954.0,280,0,,,91500
1073,1074,7950,Pave,Edwards,2Story,1977,Y,3,0,Attchd,1977.0,440,0,,MnPrv,159500
1074,1075,8556,Pave,CollgCr,1Story,2006,Y,2,0,Attchd,2006.0,826,0,,,194000
1075,1076,13125,Pave,Crawfor,2Story,1940,Y,3,2,Attchd,1940.0,240,0,,,219500
1076,1077,10800,Pave,OldTown,1.5Fin,1936,Y,3,1,Attchd,1950.0,566,0,,,170000
1077,1078,15870,Pave,NAmes,1Story,1969,Y,3,0,Attchd,1969.0,299,0,,,138800
1078,1079,4435,Pave,CollgCr,1Story,2004,Y,1,1,Attchd,2004.0,420,0,,,155900
1079,1080,8775,Pave,CollgCr,1Story,1994,Y,3,0,Attchd,1996.0,299,0,,,126000
1080,1081,11040,Pave,NWAmes,1Story,1971,Y,3,0,Attchd,1971.0,528,0,,,145000
1081,1082,7500,Pave,Sawyer,1Story,1963,Y,3,0,Attchd,1963.0,308,0,,MnPrv,133000
1082,1083,8749,Pave,CollgCr,1Story,2002,Y,3,1,Attchd,2002.0,527,0,,,192000
1083,1084,8800,Pave,NAmes,1Story,1964,Y,3,2,Attchd,1964.0,461,0,,MnPrv,160000
1084,1085,13031,Pave,Gilbert,2Story,1995,Y,3,1,Attchd,1995.0,409,0,,,187500
1085,1086,9069,Pave,SawyerW,SFoyer,1992,Y,2,0,Attchd,1992.0,564,0,,,147000
1086,1087,1974,Pave,MeadowV,2Story,1973,Y,3,0,Attchd,1973.0,286,0,,,83500
1087,1088,10574,Pave,Somerst,2Story,2005,Y,3,1,Attchd,2005.0,1043,0,,,252000
1088,1089,2522,Pave,Edwards,2Story,2004,Y,3,0,Detchd,2004.0,380,0,,,137500
1089,1090,3316,Pave,Somerst,1Story,2005,Y,1,1,Attchd,2005.0,550,0,,,197000
1090,1091,8544,Pave,NAmes,1Story,1950,N,2,0,Detchd,1987.0,400,0,,,92900
1091,1092,2160,Pave,Somerst,2Story,1999,Y,2,0,Detchd,1999.0,462,0,,,160000
1092,1093,8400,Pave,SWISU,1.5Fin,1925,Y,4,1,Detchd,1925.0,576,0,,,136500
